click_time,ip,app,channel,device,os,fraud
43046.07,146684,2,477,1,13,TRUE
43046.07,21414,12,277,1,15,TRUE
43046.07,165896,14,208,1,19,TRUE
43046.07,103946,20,259,1,13,TRUE
43046.07,5665,2,236,1,19,TRUE
43046.07,38407,22,496,1,19,TRUE
43046.07,111182,6,459,1,19,TRUE
43046.07,103946,24,178,1,13,TRUE
43046.07,59177,2,237,1,40,TRUE
43046.07,88977,3,280,1,13,TRUE
43046.07,125603,18,134,1,13,TRUE
43046.07,139498,27,153,1,19,TRUE
43046.07,196511,12,145,1,19,TRUE
43046.07,147065,15,3,1,8,TRUE
43046.07,103946,9,442,1,13,TRUE
43046.07,125459,2,401,1,10,TRUE
43046.07,38998,13,477,1,25,TRUE
43046.07,37011,11,481,1,3,TRUE
43046.07,123840,12,19,1,17,TRUE
43046.07,15970,12,259,1,13,TRUE
43046.07,90692,62,21,1,20,TRUE
43046.07,5314,3,280,1,19,TRUE
43046.07,98853,9,258,1,13,TRUE
43046.07,37290,8,145,1,9,TRUE
43046.07,187319,3,280,1,10,TRUE
43046.07,18806,15,153,1,19,TRUE
43046.07,37079,3,280,1,13,TRUE
43046.07,52900,3,137,1,13,TRUE
43046.07,85235,3,480,1,19,TRUE
43046.07,37290,15,140,1,9,TRUE
43046.07,6627,2,237,1,19,TRUE
43046.07,58472,15,3,2,60,TRUE
43046.07,104110,3,466,1,19,TRUE
43046.07,112296,23,153,1,13,TRUE
43046.07,123152,12,277,1,13,TRUE
43046.07,91310,14,379,1,17,TRUE
43046.07,15286,15,315,1,19,TRUE
43046.07,28427,2,237,1,10,TRUE
43046.07,65631,8,259,1,18,TRUE
43046.07,57757,3,424,1,16,TRUE
43046.07,34547,21,128,1,19,TRUE
43046.07,19170,23,153,1,14,TRUE
43046.07,28598,12,242,1,22,TRUE
43046.07,19439,3,452,1,19,TRUE
43046.07,44725,13,477,1,19,TRUE
43046.07,57627,14,463,1,32,TRUE
43046.07,120901,28,135,1,19,TRUE
43046.07,36573,14,123,1,15,TRUE
43046.07,24847,15,140,1,18,TRUE
43046.07,129856,2,122,1,10,TRUE
43046.07,14637,3,379,1,17,TRUE
43046.07,155319,3,489,1,13,TRUE
43046.07,50033,18,107,1,17,TRUE
43046.07,17518,3,280,1,20,TRUE
43046.07,3101,15,412,1,47,TRUE
43046.07,154121,25,259,1,19,TRUE
43046.07,160342,18,439,1,11,TRUE
43046.07,100135,15,245,1,6,TRUE
43046.07,60909,3,135,1,6,TRUE
43046.07,135674,10,317,1,13,TRUE
43046.07,42931,2,477,1,17,TRUE
43046.07,8230,3,280,1,9,TRUE
43046.07,100135,3,137,1,6,TRUE
43046.07,63832,2,435,1,19,TRUE
43046.07,14074,3,205,1,20,TRUE
43046.07,125446,12,265,1,20,TRUE
43046.07,43793,26,121,1,19,TRUE
43046.07,58588,28,135,1,13,TRUE
43046.07,32453,18,107,1,14,TRUE
43046.07,139476,2,477,1,19,TRUE
43046.07,211346,12,259,1,41,TRUE
43046.07,85274,12,424,1,8,TRUE
43046.07,46755,8,259,1,19,TRUE
43046.07,135616,3,205,1,13,TRUE
43046.07,135863,14,208,1,22,TRUE
43046.07,22898,12,265,1,32,TRUE
43046.07,185954,12,265,1,37,TRUE
43046.07,8347,12,265,1,6,TRUE
43046.07,5275,12,178,1,19,TRUE
43046.07,11918,9,258,1,13,TRUE
43046.07,118648,3,280,1,42,TRUE
43046.07,201516,3,280,1,18,TRUE
43046.07,147,15,278,1,13,TRUE
43046.07,174712,3,480,1,32,TRUE
43046.07,8499,6,125,1,17,TRUE
43046.07,125227,14,379,1,12,TRUE
43046.07,88097,3,280,1,8,TRUE
43046.07,139476,3,452,1,13,TRUE
43046.07,68180,3,280,1,13,TRUE
43046.07,119798,12,265,1,17,TRUE
43046.07,191733,15,315,1,13,TRUE
43046.07,78928,9,215,1,10,TRUE
43046.07,32976,3,280,1,13,TRUE
43046.07,77112,3,280,1,19,TRUE
43046.07,95631,3,280,1,41,TRUE
43046.07,191691,12,105,2,9,TRUE
43046.07,123949,12,259,1,22,TRUE
43046.07,93664,26,121,1,6,TRUE
43046.07,95766,18,439,1,13,TRUE
43046.07,89113,3,280,1,19,TRUE
43046.07,86513,21,128,1,13,TRUE
43046.07,41691,18,107,3032,607,TRUE
43046.07,15459,3,280,1,13,TRUE
43046.07,117226,10,113,1,18,TRUE
43046.07,8253,11,173,1,13,TRUE
43046.07,61237,12,328,1,19,TRUE
43046.07,183199,21,128,1,17,TRUE
43046.07,40984,18,107,1,8,TRUE
43046.07,144027,12,409,1,37,TRUE
43046.07,27557,12,140,1,13,TRUE
43046.07,107150,15,265,1,18,TRUE
43046.07,148508,3,280,1,10,TRUE
43046.07,150445,18,121,1,22,TRUE
43046.07,33419,3,452,1,13,TRUE
43046.07,123623,3,371,1,3,TRUE
43046.07,187804,3,280,1,13,TRUE
43046.07,17357,10,113,1,8,TRUE
43046.07,106308,12,145,1,13,TRUE
43046.07,37193,3,130,1,13,TRUE
43046.07,122711,12,145,1,18,TRUE
43046.07,98403,9,244,1,37,TRUE
43046.07,37158,64,459,1,49,TRUE
43046.07,108993,14,463,1,15,TRUE
43046.07,125409,9,445,1,46,TRUE
43046.07,33419,15,245,1,13,TRUE
43046.07,41805,23,153,1,19,TRUE
43046.07,16261,2,122,1,13,TRUE
43046.07,68996,14,371,1,16,TRUE
43046.07,37193,15,245,1,13,TRUE
43046.07,43107,64,459,1,19,TRUE
43046.07,114702,12,328,1,14,TRUE
43046.07,48738,3,280,1,13,TRUE
43046.07,102628,150,110,1,19,TRUE
43046.07,123788,59,347,3032,607,TRUE
43046.07,88387,12,19,1,25,TRUE
43046.07,17728,3,280,1,13,TRUE
43046.07,72170,3,280,1,13,TRUE
43046.07,117423,14,379,1,10,TRUE
43046.07,53469,21,128,1,19,TRUE
43046.07,114702,2,212,1,14,TRUE
43046.07,13433,24,178,1,19,TRUE
43046.07,160110,24,178,1,19,TRUE
43046.07,39888,15,480,1,19,TRUE
43046.07,7252,14,208,1,13,TRUE
43046.07,5729,20,259,1,19,TRUE
43046.07,102897,12,245,1,13,TRUE
43046.07,203255,2,477,1,17,TRUE
43046.07,18966,3,280,1,15,TRUE
43046.07,166376,24,178,1,16,TRUE
43046.07,107222,15,315,1,58,TRUE
43046.07,29436,22,496,1,22,TRUE
43046.07,63902,11,487,1,22,TRUE
43046.07,86767,2,219,1,8,TRUE
43046.07,206540,3,280,2,9,TRUE
43046.07,28362,18,107,1,13,TRUE
43046.07,58172,15,480,1,35,TRUE
43046.07,135616,14,480,1,13,TRUE
43046.07,5729,12,145,1,19,TRUE
43046.07,73933,3,280,1,3,TRUE
43046.07,3363,9,244,1,11,TRUE
43046.07,18834,33,347,3032,607,TRUE
43046.07,68211,21,128,1,47,TRUE
43046.07,48094,14,208,1,19,TRUE
43046.07,70396,8,259,1,19,TRUE
43046.07,124541,12,497,1,17,TRUE
43046.07,178480,12,265,1,19,TRUE
43046.07,211677,15,315,1,13,TRUE
43046.07,80527,15,430,1,37,TRUE
43046.07,157074,3,480,1,13,TRUE
43046.07,178105,14,463,1,14,TRUE
43046.07,153810,12,178,1,19,TRUE
43046.07,112525,15,245,1,3,TRUE
43046.07,70396,24,178,1,19,TRUE
43046.07,77318,2,122,1,17,TRUE
43046.07,96964,13,477,1,13,TRUE
43046.07,78173,12,265,1,19,TRUE
43046.07,37540,17,280,1,6,TRUE
43046.07,60556,28,135,1,13,TRUE
43046.07,41924,14,208,1,19,TRUE
43046.07,22941,27,153,1,13,TRUE
43046.07,39473,13,469,1,30,TRUE
43046.07,70396,9,442,1,19,TRUE
43046.07,127493,3,280,1,17,TRUE
43046.07,8836,17,280,1,19,TRUE
43046.07,163320,15,140,1,19,TRUE
43046.07,43855,9,134,1,13,TRUE
43046.07,8438,21,128,1,3,TRUE
43046.07,81556,18,134,1,19,TRUE
43046.07,106172,9,334,1,13,TRUE
43046.07,38628,8,145,1,17,TRUE
43046.07,16577,23,153,1,13,TRUE
43046.07,160110,20,259,1,19,TRUE
43046.07,163320,8,145,1,19,TRUE
43046.07,110245,8,145,1,26,TRUE
43046.07,100806,9,244,1,17,TRUE
43046.07,96937,2,237,1,14,TRUE
43046.07,86590,15,245,1,6,TRUE
43046.07,88124,23,153,1,13,TRUE
43046.07,104618,26,266,1,13,TRUE
43046.07,23167,2,237,1,13,TRUE
43046.07,30052,12,245,1,19,TRUE
43046.07,50033,13,477,1,17,TRUE
43046.07,79163,9,244,1,14,TRUE
43046.07,113654,14,480,1,19,TRUE
43046.07,88312,3,137,1,19,TRUE
43046.07,134147,3,173,1,13,TRUE
43046.07,125151,3,280,1,6,TRUE
43046.07,71295,21,128,1,19,TRUE
43046.07,110245,9,134,1,26,TRUE
43046.07,91165,18,107,1,43,TRUE
43046.07,13433,12,145,1,19,TRUE
43046.07,156917,9,334,1,19,TRUE
43046.07,93054,11,173,1,41,TRUE
43046.07,43855,3,280,1,19,TRUE
43046.07,110740,3,442,1,19,TRUE
43046.07,165535,3,280,1,19,TRUE
43046.07,88157,12,265,1,6,TRUE
43046.07,76343,18,134,1,10,TRUE
43046.07,77085,2,477,1,6,TRUE
43046.07,129548,12,328,1,19,TRUE
43046.07,67586,9,234,1,18,TRUE
43046.07,13433,9,442,1,19,TRUE
43046.07,148126,2,452,1,37,TRUE
43046.07,110143,14,208,1,19,TRUE
43046.07,34691,3,480,1,13,TRUE
43046.07,52024,9,442,1,13,TRUE
43046.07,53464,14,208,1,25,TRUE
43046.07,82287,3,205,1,19,TRUE
43046.07,98374,18,134,1,19,TRUE
43046.07,79082,3,137,1,13,TRUE
43046.07,80705,15,153,1,13,TRUE
43046.07,54992,18,107,1,13,TRUE
43046.07,174002,64,459,1,18,TRUE
43046.07,116319,15,386,1,25,TRUE
43046.07,80705,12,178,1,13,TRUE
43046.07,5729,9,442,1,19,TRUE
43046.07,66663,14,134,1,13,TRUE
43046.07,149443,2,477,1,17,TRUE
43046.07,39473,3,130,1,30,TRUE
43046.07,39473,15,245,1,30,TRUE
43046.07,164327,26,121,1,13,TRUE
43046.07,175748,3,280,1,6,TRUE
43046.07,111599,14,379,1,3,TRUE
43046.07,115047,2,236,1,49,TRUE
43046.07,13433,20,259,1,19,TRUE
43046.07,144685,24,178,1,19,TRUE
43046.07,168010,13,477,1,10,TRUE
43046.07,91075,21,128,1,19,TRUE
43046.07,5729,24,178,1,19,TRUE
43046.07,50522,3,280,1,19,TRUE
43046.07,52750,15,265,1,19,TRUE
43046.07,5729,1,125,1,19,TRUE
43046.07,96577,35,274,1,35,FALSE
43046.07,75146,1,137,1,19,TRUE
43046.07,13433,8,259,1,19,TRUE
43046.07,14637,14,134,1,17,TRUE
43046.07,104110,14,134,1,19,TRUE
43046.07,170821,9,215,1,13,TRUE
43046.07,106308,1,125,1,13,TRUE
43046.07,39479,14,208,1,19,TRUE
43046.07,83230,3,280,1,18,TRUE
43046.07,85235,14,379,1,19,TRUE
43046.07,53548,27,153,1,19,TRUE
43046.07,84665,12,259,1,19,TRUE
43046.07,96081,3,280,1,13,TRUE
43046.07,77610,3,280,1,19,TRUE
43046.07,209663,1,17,1,8,TRUE
43046.07,15932,9,232,1,19,TRUE
43046.07,154785,2,237,1,13,TRUE
43046.07,39454,9,334,1,37,TRUE
43046.07,52019,3,280,1,17,TRUE
43046.07,63000,3,489,1,16,TRUE
43046.07,77420,3,424,1,27,TRUE
43046.07,18124,13,477,1,6,TRUE
43046.07,144685,9,442,1,19,TRUE
43046.07,189445,9,334,1,19,TRUE
43046.07,178851,2,205,1,18,TRUE
43046.07,6160,12,265,1,13,TRUE
43046.07,153810,12,178,1,19,TRUE
43046.07,152311,1,153,1,6,TRUE
43046.07,77730,1,439,1,41,TRUE
43046.07,54786,15,245,1,9,TRUE
43046.07,1556,2,212,1,35,TRUE
43046.07,27307,1,178,1,32,TRUE
43046.07,106308,9,258,1,13,TRUE
43046.07,146738,1,134,1,19,TRUE
43046.07,115265,1,137,1,15,TRUE
43046.07,43855,2,236,1,26,TRUE
43046.07,51698,9,334,1,19,TRUE
43046.07,13433,9,258,1,19,TRUE
43046.07,39182,12,259,1,23,TRUE
43046.07,188990,10,317,1,19,TRUE
43046.07,209663,2,205,1,15,TRUE
43046.07,195051,18,107,1,19,TRUE
43046.07,96136,12,277,1,15,TRUE
43046.07,173940,2,236,1,9,TRUE
43046.07,75574,2,237,1,17,TRUE
43046.07,102206,2,237,1,18,TRUE
43046.07,26913,3,280,1,19,TRUE
43046.07,26375,18,121,1,13,TRUE
43046.07,47289,14,489,1,46,TRUE
43046.07,90509,3,280,1,19,TRUE
43046.07,65939,1,134,1,25,TRUE
43046.07,82957,12,174,1,17,TRUE
43046.07,90678,1,137,1,19,TRUE
43046.07,8230,15,130,1,19,TRUE
43046.07,124876,18,121,1,19,TRUE
43046.07,14045,3,205,1,13,TRUE
43046.07,59393,3,280,1,19,TRUE
43046.07,4876,20,259,2,32,TRUE
43046.07,118886,3,115,1,27,TRUE
43046.07,13433,1,125,1,19,TRUE
43046.07,18666,3,280,1,18,TRUE
43046.07,118886,2,258,1,27,TRUE
43046.07,118886,3,135,1,27,TRUE
43046.07,100275,1,153,1,18,TRUE
43046.07,148140,3,280,1,13,TRUE
43046.07,23505,2,236,1,10,TRUE
43046.07,5749,2,236,1,6,TRUE
43046.07,103536,3,371,1,13,TRUE
43046.07,61237,2,212,1,19,TRUE
43046.07,58466,3,280,1,19,TRUE
43046.07,63033,3,442,1,14,TRUE
43046.07,84406,14,401,1,19,TRUE
43046.07,125580,26,121,1,19,TRUE
43046.07,59627,3,409,1,19,TRUE
43046.07,195337,9,334,2,19,TRUE
43046.07,185282,28,135,1,19,TRUE
43046.07,83206,14,208,1,23,TRUE
43046.07,19133,3,280,1,10,TRUE
43046.07,125458,9,466,1,53,TRUE
43046.07,42934,14,439,1,13,TRUE
43046.07,48170,1,134,1,7,TRUE
43046.07,53526,64,459,1,15,TRUE
43046.07,892,15,3,2,12,TRUE
43046.07,144685,20,259,1,19,TRUE
43046.07,172137,14,463,1,13,TRUE
43046.07,135992,3,379,1,18,TRUE
43046.07,137052,3,280,1,6,TRUE
43046.07,125842,12,219,1,13,TRUE
43046.07,25201,3,280,1,18,TRUE
43046.07,63483,2,237,1,19,TRUE
43046.07,159119,15,315,1,19,TRUE
43046.07,50136,2,122,1,19,TRUE
43046.07,68381,23,153,1,13,TRUE
43046.07,55853,14,442,1,10,TRUE
43046.07,30052,15,245,1,19,TRUE
43046.07,93467,2,401,1,32,TRUE
43046.07,19913,3,442,1,19,TRUE
43046.07,17411,28,135,1,19,TRUE
43046.07,96862,3,280,1,10,TRUE
43046.07,26218,3,280,1,17,TRUE
43046.07,83764,2,435,1,6,TRUE
43046.07,116795,2,364,1,9,TRUE
43046.07,41952,64,459,1,37,TRUE
43046.07,101342,2,219,1,6,TRUE
43046.07,112504,9,244,1,13,TRUE
43046.07,4287,12,265,1,13,TRUE
43046.07,160110,9,442,1,19,TRUE
43046.07,128212,3,280,1,19,TRUE
43046.07,38572,3,280,1,19,TRUE
43046.07,50741,23,153,1,19,TRUE
43046.07,112525,3,130,1,3,TRUE
43046.07,118903,3,130,1,20,TRUE
43046.07,112839,12,205,1,7,TRUE
43046.07,152064,12,205,1,19,TRUE
43046.07,107772,64,459,1,35,TRUE
43046.07,146738,8,145,1,19,TRUE
43046.07,105433,3,280,1,22,TRUE
43046.07,7559,9,134,1,40,TRUE
43046.07,165416,3,489,1,41,TRUE
43046.07,116319,14,463,1,25,TRUE
43046.07,48170,8,145,1,7,TRUE
43046.07,10023,14,442,1,19,TRUE
43046.07,66353,2,469,1,19,TRUE
43046.07,77048,3,402,1,19,TRUE
43046.07,24415,2,452,1,19,TRUE
43046.07,61584,15,315,1,22,TRUE
43046.07,113903,3,371,1,19,TRUE
43046.07,83230,22,496,1,18,TRUE
43046.07,103463,12,265,2,9,TRUE
43046.07,37919,6,110,1,13,TRUE
43046.07,102840,3,371,1,79,TRUE
43046.07,37458,12,277,1,18,TRUE
43046.07,3101,2,377,1,47,TRUE
43046.07,74355,3,280,1,1,TRUE
43046.07,56893,9,215,2,20,TRUE
43046.07,182127,18,107,1,37,TRUE
43046.07,108831,15,278,1,13,TRUE
43046.07,15970,17,280,1,13,TRUE
43046.07,23453,9,215,1,13,TRUE
43046.07,74987,1,134,2,25,TRUE
43046.07,19454,2,237,1,37,TRUE
43046.07,40739,27,122,1,46,TRUE
43046.07,193960,28,135,1,8,TRUE
43046.07,68551,9,215,1,19,TRUE
43046.07,118903,15,245,1,20,TRUE
43046.07,118284,17,280,1,22,TRUE
43046.07,202782,14,208,1,19,TRUE
43046.07,40342,3,371,1,19,TRUE
43046.07,27238,3,280,1,13,TRUE
43046.07,91260,1,377,1,13,TRUE
43046.07,136001,18,107,1,19,TRUE
43046.07,186167,1,134,1,13,TRUE
43046.07,10422,9,334,1,23,TRUE
43046.07,193877,21,128,1,25,TRUE
43046.07,93054,3,371,1,53,TRUE
43046.07,185981,2,122,1,13,TRUE
43046.07,59017,3,280,1,20,TRUE
43046.07,119356,3,280,1,13,TRUE
43046.07,147957,8,145,1,6,TRUE
43046.07,55666,8,140,1,11,TRUE
43046.07,91584,3,371,1,19,TRUE
43046.07,75422,151,347,0,0,TRUE
43046.07,21187,12,178,1,6,TRUE
43046.07,77659,12,328,1,13,TRUE
43046.07,34810,3,211,1,9,TRUE
43046.07,7373,3,280,1,26,TRUE
43046.07,124850,10,113,1,13,TRUE
43046.07,16032,21,128,1,22,TRUE
43046.07,55666,12,140,1,11,TRUE
43046.07,146738,9,134,1,19,TRUE
43046.07,133152,3,480,1,19,TRUE
43046.07,189904,15,3,2,53,TRUE
43046.07,103035,15,315,1,13,TRUE
43046.07,58476,2,477,1,18,TRUE
43046.07,88465,11,325,1,49,TRUE
43046.07,34810,15,245,1,9,TRUE
43046.07,110245,8,145,1,26,TRUE
43046.07,80522,3,442,1,17,TRUE
43046.07,2904,2,477,1,13,TRUE
43046.07,182802,8,259,2,16,TRUE
43046.07,38265,14,439,1,19,TRUE
43046.07,96165,3,137,1,20,TRUE
43046.07,95820,12,124,1,15,TRUE
43046.07,90517,18,134,1,32,TRUE
43046.07,104857,12,178,1,13,TRUE
43046.07,132523,15,315,1,13,TRUE
43046.07,32371,15,386,1,13,TRUE
43046.07,69117,2,237,1,19,TRUE
43046.07,6160,3,280,1,13,TRUE
43046.07,105861,3,409,1,17,TRUE
43046.07,77220,2,212,1,26,TRUE
43046.07,182802,1,125,2,16,TRUE
43046.07,98298,6,125,1,13,TRUE
43046.07,93996,12,174,1,19,TRUE
43046.07,195086,8,259,2,9,TRUE
43046.07,74847,9,334,1,19,TRUE
43046.07,110740,15,153,1,19,TRUE
43046.07,123831,12,205,1,13,TRUE
43046.07,123831,12,481,1,13,TRUE
43046.07,30713,10,317,1,10,TRUE
43046.07,27557,8,140,1,13,TRUE
43046.07,45496,2,477,1,22,TRUE
43046.07,44361,13,400,1,19,TRUE
43046.07,86585,18,121,1,19,TRUE
43046.07,76580,15,245,2,37,TRUE
43046.07,13076,12,205,1,26,TRUE
43046.07,139828,13,477,1,31,TRUE
43046.07,93789,3,280,1,18,TRUE
43046.07,156039,15,245,1,25,TRUE
43046.07,166376,12,145,1,16,TRUE
43046.07,89670,3,442,1,9,TRUE
43046.07,120753,12,245,1,13,TRUE
43046.07,107878,12,205,1,22,TRUE
43046.07,8259,12,265,1,18,TRUE
43046.07,159768,11,469,1,20,TRUE
43046.07,74987,8,145,2,25,TRUE
43046.07,24871,18,107,1,13,TRUE
43046.07,48170,9,134,1,7,TRUE
43046.07,103181,3,280,1,6,TRUE
43046.07,50482,15,3,2,13,TRUE
43046.07,7559,8,145,1,40,TRUE
43046.07,172642,2,236,1,13,TRUE
43046.07,48957,29,213,1,13,TRUE
43046.07,48282,2,237,1,6,TRUE
43046.07,9820,2,377,1,13,TRUE
43046.07,31076,3,489,1,18,TRUE
43046.07,184439,5,377,1,25,TRUE
43046.07,75312,2,477,1,19,TRUE
43046.07,76181,11,319,1,9,TRUE
43046.07,70396,12,145,1,19,TRUE
43046.07,44349,18,107,3032,607,TRUE
43046.07,145201,9,134,1,13,TRUE
43046.07,44615,15,245,1,19,TRUE
43046.07,195086,20,259,2,9,TRUE
43046.07,196096,12,212,1,13,TRUE
43046.07,28778,2,435,1,41,TRUE
43046.07,959,3,280,1,13,TRUE
43046.07,8595,12,178,1,22,TRUE
43046.07,145807,8,145,1,20,TRUE
43046.07,37948,1,134,1,19,TRUE
43046.07,80949,2,477,1,13,TRUE
43046.07,14074,2,219,1,20,TRUE
43046.07,63058,1,137,1,16,TRUE
43046.07,44744,15,379,1,3,TRUE
43046.07,75419,3,480,1,13,TRUE
43046.07,101619,12,178,1,19,TRUE
43046.07,74987,9,134,2,25,TRUE
43046.07,39839,3,280,1,17,TRUE
43046.07,143838,15,111,1,17,TRUE
43046.07,43881,12,178,1,8,TRUE
43046.07,166376,9,442,1,16,TRUE
43046.07,44488,3,402,2,17,TRUE
43046.07,69747,9,215,1,13,TRUE
43046.07,63946,15,153,1,13,TRUE
43046.07,75395,13,477,1,8,TRUE
43046.07,109590,12,178,1,19,TRUE
43046.07,32810,2,236,1,19,TRUE
43046.07,109703,3,280,1,19,TRUE
43046.07,178480,18,107,1,19,TRUE
43046.07,19604,12,409,1,13,TRUE
43046.07,80705,14,401,1,13,TRUE
43046.07,30059,3,371,1,35,TRUE
43046.07,26449,21,128,1,18,TRUE
43046.07,28411,11,487,1,19,TRUE
43046.07,93587,15,140,1,13,TRUE
43046.07,70396,20,259,1,19,TRUE
43046.07,195086,24,178,2,9,TRUE
43046.07,41952,6,459,1,37,TRUE
43046.07,115220,3,280,1,19,TRUE
43046.07,42285,3,489,1,13,TRUE
43046.07,100275,15,3,1,13,TRUE
43046.07,57117,2,237,1,36,TRUE
43046.07,8215,12,265,1,41,TRUE
43046.07,195086,12,145,2,9,TRUE
43046.07,195086,1,125,2,9,TRUE
43046.07,4330,29,343,1,19,TRUE
43046.07,45400,2,377,1,19,TRUE
43046.07,94957,3,280,1,13,TRUE
43046.07,75264,3,280,1,3,TRUE
43046.07,103549,3,280,1,13,TRUE
43046.07,33180,12,265,1,17,TRUE
43046.07,39515,3,137,1,37,TRUE
43046.07,83206,12,277,1,23,TRUE
43046.07,90758,3,280,1,19,TRUE
43046.07,142813,11,173,1,47,TRUE
43046.07,163320,9,134,1,19,TRUE
43046.07,28076,1,452,1,3,TRUE
43046.07,70862,2,122,1,10,TRUE
43046.07,67586,12,259,1,18,TRUE
43046.07,73487,12,326,2,41,TRUE
43046.07,112049,12,219,1,53,TRUE
43046.07,110245,1,134,1,26,TRUE
43046.07,166376,20,259,1,16,TRUE
43046.07,59101,12,145,1,19,TRUE
43046.07,163966,3,280,1,19,TRUE
43046.07,70532,64,459,1,3,TRUE
43046.07,8297,3,137,2,19,TRUE
43046.07,65971,12,259,1,14,TRUE
43046.07,161728,14,208,1,19,TRUE
43046.07,193394,14,401,1,25,TRUE
43046.07,91031,2,452,1,19,TRUE
43046.07,118103,15,265,1,4,TRUE
43046.07,119377,3,130,1,37,TRUE
43046.07,45400,14,489,1,19,TRUE
43046.07,78928,18,126,1,10,TRUE
43046.07,4015,20,478,1,22,TRUE
43046.07,70298,3,280,1,15,TRUE
43046.07,208778,2,401,1,19,TRUE
43046.07,107568,2,237,1,6,TRUE
43046.07,30920,21,128,1,19,TRUE
43046.07,106446,8,145,1,4,TRUE
43046.07,134823,8,145,1,18,TRUE
43046.07,71870,13,477,1,19,TRUE
43046.07,121034,2,477,1,15,TRUE
43046.07,144821,2,237,1,19,TRUE
43046.07,195086,9,258,2,9,TRUE
43046.07,84564,21,128,1,13,TRUE
43046.07,43107,3,480,1,19,TRUE
43046.07,209528,64,459,1,14,TRUE
43046.07,66170,18,107,3032,607,TRUE
43046.07,105560,15,386,1,3,TRUE
43046.07,111897,64,459,1,19,TRUE
43046.07,35084,64,459,1,15,TRUE
43046.07,41822,3,280,1,8,TRUE
43046.07,577,3,379,1,13,TRUE
43046.07,132480,3,424,1,16,TRUE
43046.07,79827,23,153,1,13,TRUE
43046.07,26708,18,107,1,40,TRUE
43046.07,178636,12,178,1,13,TRUE
43046.07,115230,12,265,1,7,TRUE
43046.07,40372,3,489,1,19,TRUE
43046.07,67384,3,130,1,1,TRUE
43046.07,55713,18,107,1,1,TRUE
43046.07,105235,14,208,1,22,TRUE
43046.07,43999,18,134,1,13,TRUE
43046.07,23434,2,122,1,19,TRUE
43046.07,45757,18,107,1,19,TRUE
43046.07,45236,2,205,1,32,TRUE
43046.07,99344,27,153,1,19,TRUE
43046.07,29467,15,315,1,32,TRUE
43046.07,197789,3,480,1,1,TRUE
43046.07,102443,15,245,1,19,TRUE
43046.07,55666,1,153,1,11,TRUE
43046.07,55666,9,215,1,11,TRUE
43046.07,202225,12,259,1,6,TRUE
43046.07,39453,8,145,1,13,TRUE
43046.07,102443,3,211,1,19,TRUE
43046.07,109368,23,153,1,17,TRUE
43046.07,37399,3,280,1,19,TRUE
43046.07,46582,3,205,1,13,TRUE
43046.07,122429,3,371,1,22,TRUE
43046.07,135693,18,107,1,35,TRUE
43046.07,69852,15,245,1,13,TRUE
43046.07,168765,15,153,1,19,TRUE
43046.07,107768,23,153,1,13,TRUE
43046.07,165541,23,153,1,3,TRUE
43046.07,101668,12,265,1,3,TRUE
43046.07,70396,1,125,1,19,TRUE
43046.07,78943,2,237,1,19,TRUE
43046.07,92673,12,265,1,18,TRUE
43046.07,132523,15,315,1,13,TRUE
43046.07,168111,17,280,1,13,TRUE
43046.07,113990,26,121,1,37,TRUE
43046.07,26637,20,259,1,17,TRUE
43046.07,7522,2,236,1,13,TRUE
43046.07,102897,15,245,1,13,TRUE
43046.07,120753,15,245,1,13,TRUE
43046.07,42176,3,280,1,13,TRUE
43046.07,186728,12,265,1,6,TRUE
43046.07,46041,3,280,1,13,TRUE
43046.07,186606,15,412,1,9,TRUE
43046.07,47289,2,219,1,46,TRUE
43046.07,193448,9,232,1,13,TRUE
43046.07,21042,3,280,1,15,TRUE
43046.07,81398,18,107,1,1,TRUE
43046.07,29972,12,19,1,35,TRUE
43046.07,143234,3,280,1,13,TRUE
43046.07,70396,9,258,1,19,TRUE
43046.07,5121,18,121,1,17,TRUE
43046.07,82097,3,424,1,22,TRUE
43046.07,130211,18,121,1,12,TRUE
43046.07,93330,26,266,1,13,TRUE
43046.07,140461,3,442,1,32,TRUE
43046.07,31090,12,265,1,13,TRUE
43046.07,37161,2,122,1,9,TRUE
43046.07,122243,2,122,1,17,TRUE
43046.07,47939,1,135,1,19,TRUE
43046.07,180553,2,122,1,19,TRUE
43046.07,102897,12,245,1,13,TRUE
43046.07,25594,12,328,1,1,TRUE
43046.07,71238,3,280,1,13,TRUE
43046.07,61714,15,130,1,10,TRUE
43046.07,9820,14,379,1,13,TRUE
43046.07,47773,15,265,1,15,TRUE
43046.07,38265,12,497,1,26,TRUE
43046.07,27993,1,452,1,22,TRUE
43046.07,89121,21,128,1,20,TRUE
43046.07,49407,3,280,1,19,TRUE
43046.07,170821,3,280,1,13,TRUE
43046.07,55207,18,107,1,3,TRUE
43046.07,26350,12,265,1,6,TRUE
43046.07,147957,15,140,1,6,TRUE
43046.07,209528,6,459,1,14,TRUE
43046.07,98738,3,280,1,25,TRUE
43046.07,147957,1,134,1,6,TRUE
43046.07,106178,12,259,1,22,TRUE
43046.07,50433,9,244,1,27,TRUE
43046.07,40289,3,371,1,47,TRUE
43046.07,190543,14,208,1,17,TRUE
43046.07,3196,12,212,1,13,TRUE
43046.07,177728,12,259,1,23,TRUE
43046.07,175533,13,477,1,3,TRUE
43046.07,5275,12,178,1,19,TRUE
